id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,price_change_percentage_24h,price_change_percentage_7d_in_currency,circulating_supply,volume_to_mcap,volume_to_mcap_capped,norm_24h,norm_7d,norm_volume_to_mcap,norm_rank_strength,rank_penalty,final_score
flare-networks,flr,Flare,0.00831555,708714857,84,3638181.0,-0.41801,-6.467677229584877,85276814430.57133,0.0051334905202925635,0.0051334905202925635,0.4763718205476915,0.41427142019768115,0.002343092361191751,0.834,0.0,0.44394216525958013
apenft,nft,AINFT,3.31926e-07,328883184,124,9104326.0,-0.21419,-0.5542904711839325,990105667256391.5,0.027682552477356216,0.027682552477356216,0.4805071095441748,0.45372895329583435,0.017392079865815088,0.754,0.0,0.44381153541873297
jupiter-exchange-solana,jup,Jupiter,0.158148,552922068,95,18928818.0,-2.00163,-1.6145397777968342,3497363517.1,0.034234151782851246,0.034234151782851246,0.44424187078510236,0.4466543573295652,0.02176454273240489,0.812,0.0,0.4424713235419352
floki,floki,FLOKI,2.914e-05,281352576,136,26112966.0,-1.01292,-0.26513704116958864,9654483246699.0,0.09281225134402181,0.09281225134402181,0.46430173529159346,0.45565835204842337,0.06085890018369074,0.73,0.0,0.44222866294090124
vaulta,a,Vaulta,0.080625,131111611,221,13595093.0,1.81555,6.714970207965662,1629604279.6281,0.10369099194426037,0.10369099194426037,0.521688355190932,0.5022336605922348,0.06811924793876638,0.56,0.0,0.44187183646774664
axie-infinity,axs,Axie Infinity,1.17,197881211,176,40496443.0,-2.2861,4.818079672923467,169438091.200867,0.20465026869074499,0.20465026869074499,0.4384702798674808,0.48957651095397225,0.13549832105172638,0.65,0.0,0.44157314063309633
sei-network,sei,Sei,0.062993,423901343,110,35528465.0,-2.80662,0.2535124818825671,6733333333.0,0.08381305128349169,0.08381305128349169,0.42790948785271543,0.4591190813323821,0.05485293640921544,0.782,0.0,0.4409402890662423
decred,dcr,Decred,26.38,457135723,104,1427934.0,-0.70822,-3.3524182153402373,17329245.69019097,0.0031236543725549097,0.0031236543725549097,0.4704837711920373,0.43505822828007984,0.0010017505736159946,0.794,0.0,0.4400525903687268
injective-protocol,inj,Injective,2.98,297684753,131,36946851.0,-2.36455,-0.12097689880634627,100000000.0,0.12411401869816288,0.12411401869816288,0.436878613584613,0.4566202718113496,0.08174934372773061,0.74,0.0,0.4395021197614726
btse-token,btse,BTSE Token,1.6,259996319,147,5396068.0,1.40539,-3.2898557902636667,162061501.0,0.020754401526738537,0.020754401526738537,0.5133666491032193,0.43547568092760913,0.012768310713709447,0.708,0.0,0.4388183279197806
okb,okb,OKB,88.04,1848928844,44,24718821.0,-3.62416,-7.171637569222629,21000000.0,0.013369265713072514,0.013369265713072514,0.41132247889292256,0.4095741900762821,0.007839555061193656,0.914,0.0,0.4387065701796347
jito-governance-token,jto,Jito,0.291032,130582406,223,16217587.0,1.47827,5.038664021065069,449054312.8,0.12419427315499149,0.12419427315499149,0.5148453060655571,0.4910483771743522,0.08180290463950174,0.556,0.0,0.4379895339283943
enjincoin,enj,Enjin Coin,0.02505692,48940640,454,97113143.0,3.59526,36.635905810811984,1941982767.404186,1.9843047209844416,1.5,0.5577967605482635,0.7018834307006707,1.0,0.094,0.15,0.43785999258564556
gatechain-token,gt,Gate,6.72,1133103428,61,2823075.0,-3.48981,-4.0150682995523965,115180573.04885802,0.0024914539398957674,0.0024914539398957674,0.4140482961663871,0.430636644051186,0.0005798271947357224,0.88,0.0,0.43779081688365207
virtual-protocol,virtual,Virtuals Protocol,0.693372,454930330,106,61983228.0,-4.25383,-0.7112602933919132,656301970.3333926,0.13624773709855748,0.13624773709855748,0.398547150552153,0.4526815599477866,0.08984724939404397,0.79,0.0,0.43751206105195284
pi-network,pi,Pi Network,0.176983,1733646784,47,28499561.0,3.21303,-30.498808366576895,9794235355.985415,0.01643908163013672,0.01643908163013672,0.5500417241773196,0.25392182850611233,0.009888315291901227,0.908,0.0,0.4355697970411182
celestia,tia,Celestia,0.33462,298990833,129,24177810.0,-3.03238,1.7989909330109461,893579413.000089,0.0808647200230383,0.0808647200230383,0.4233290598091177,0.46943140650733317,0.052885253656711644,0.744,0.0,0.4346140667493258
internet-computer,icp,Internet Computer,2.46,1356438485,56,48272003.0,-4.38452,-6.013777628774408,550490966.5516927,0.03558731452536161,0.03558731452536161,0.39589559074962916,0.41730010058912925,0.022667628157534127,0.89,0.0,0.4339567922849762
chiliz,chz,Chiliz,0.03542066,365572750,116,56073280.0,-3.38516,-4.460989719514317,10338378176.0,0.15338473669057665,0.15338473669057665,0.4161715323232018,0.4276611986920056,0.10128428802643126,0.77,0.0,0.43370442179578395
ethena,ena,Ethena,0.10146,862032426,74,88680129.0,-5.4025,-3.601712293147932,8492187500.0,0.10287331001165842,0.10287331001165842,0.37524186936487747,0.4333947941554141,0.06757353631626457,0.854,0.0,0.43305907298031265
bittorrent,btt,BitTorrent,3.33348e-07,328784056,125,9157227.0,-2.84804,2.6232165692806184,987037885840674.8,0.027851797655297494,0.027851797655297494,0.42706912051764356,0.47493111617493683,0.017505032172784922,0.752,0.0,0.4326923592092283
