id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,price_change_percentage_24h,price_change_percentage_7d_in_currency,circulating_supply,volume_to_mcap,volume_to_mcap_capped,norm_24h,norm_7d,norm_volume_to_mcap,norm_rank_strength,rank_penalty,final_score,risk_level,bucket
render-token,render,Render,1.64,850806990,75,62306786.0,-3.58867,3.635006446765928,518743261.0140742,0.07323257417055307,0.07323257417055307,0.4353710250198522,0.4800473525606803,0.047650108624825896,0.8517034068136272,0.0,0.4622506346897509,Medium,balanced
kite-2,kite,Kite,0.193086,346402336,119,214756993.0,-2.67022,-23.562799034887995,1800000000.0,0.6199640437759635,0.6199640437759635,0.4538819669223606,0.29933136798064147,0.4125867102488827,0.7635270541082164,0.0,0.46201265847579004,Medium,speculative
uniswap,uni,Uniswap,3.54,2239176642,42,264112202.0,-2.82313,-8.481272699832113,633561603.6037512,0.11795058819660553,0.11795058819660553,0.45080013543854275,0.3995406617947272,0.07749883871863683,0.9178356713426854,0.0,0.46163516711664354,Medium,balanced
ondo-finance,ondo,Ondo,0.254385,1238681271,60,49986171.0,-3.22778,0.46573832102960405,4869330647.0,0.04035434471342709,0.04035434471342709,0.4426445987834716,0.45898913114914364,0.025704290627264672,0.8817635270541082,0.0,0.4603224886791833,Medium,balanced
arbitrum,arb,Arbitrum,0.098429,594660965,90,54249021.0,-2.53472,0.34301854471100374,6040824145.0,0.09122680685792113,0.09122680685792113,0.4566129077768327,0.4581737188461246,0.05966103993357241,0.8216432865731463,0.0,0.45863589064509624,Medium,balanced
sky,sky,Sky,0.071374,1647594875,51,16063484.0,0.25076,-11.636081382170866,23071974836.76821,0.00974965644998137,0.00974965644998137,0.5127529899267583,0.3785785162431283,0.005276033704928896,0.8997995991983968,0.0,0.45856411755606774,Medium,balanced
pudgy-penguins,pengu,Pudgy Penguins,0.00699686,439879094,108,102462967.0,-4.21146,0.25896299350133795,62860396090.0,0.2329343867385523,0.2329343867385523,0.4228189759072568,0.4576152112229078,0.15424912476309682,0.7855711422845691,0.0,0.4574657065714658,Medium,balanced
polygon-ecosystem-token,pol,POL (ex-MATIC),0.094521,1003017811,68,45555134.0,-2.18929,-3.0364921910825395,10610558433.01956,0.04541807084620155,0.04541807084620155,0.46357489227395665,0.43571853912841885,0.0290842661896433,0.8657314629258517,0.0,0.4574409877654979,Medium,balanced
neo,neo,NEO,2.71,191032127,179,21182009.0,0.75501,5.675292372427633,70530000.0,0.11088191987727802,0.11088191987727802,0.5229159192689543,0.49360404485077936,0.07278058864913783,0.6432865731462926,0.0,0.4571721282074025,Medium,speculative
usx,usx,USX,0.999835,365035484,117,13132363.0,-0.0061,0.017302291945549622,365095672.147034,0.03597557929464194,0.03597557929464194,0.5075760934848417,0.4560094952159522,0.022781518004730824,0.7675350701402806,0.0,0.4568348857488426,Medium,balanced
pancakeswap-token,cake,PancakeSwap,1.4,462635854,102,25002417.0,-1.89717,1.7588073954276922,329524309.8496519,0.0540434053777423,0.0540434053777423,0.4694624379743876,0.46758093650886196,0.034841572009414165,0.7975951903807615,0.0,0.4562927821423095,Medium,balanced
akash-network,akt,Akash Network,0.498458,130223603,224,28341957.0,-2.15978,17.216575219022353,261246226.64488,0.2176407068079663,0.2176407068079663,0.46416965289842504,0.5702901691906996,0.1440407795507347,0.5531062124248497,0.0,0.4561699224888081,High,speculative
bonk,bonk,Bonk,5.88e-06,516988312,97,60575183.0,-2.87457,-0.1782940872256014,87994756336304.3,0.11716934714763919,0.11716934714763919,0.4497633856410959,0.4547098538803287,0.07697736982703497,0.8076152304609219,0.0,0.45571621223029996,Medium,balanced
falcon-finance-ff,ff,Falcon Finance,0.070736,165497365,196,68171468.0,-1.01292,-4.229855534083851,2340000000.0,0.41191875169734576,0.41191875169734576,0.48728409443613624,0.42778922910972345,0.2737190099318499,0.6092184368737475,0.0,0.4553807881149631,Medium,speculative
bnb48-club-token,koge,KOGE,48.0,162239605,199,45922425.0,-0.03815,0.0018155275428439785,3379998.56,0.2830531114766952,0.2830531114766952,0.5069301403159425,0.4559065933153234,0.18770276352449805,0.6032064128256514,0.0,0.4534174028952386,Medium,speculative
flare-networks,flr,Flare,0.00833032,710382850,84,3640578.0,-0.21285,-6.301628395832617,85276814430.57133,0.005124811219752842,0.005124811219752842,0.5034091412954536,0.4140233216805493,0.002189005803324956,0.8336673346693386,0.0,0.45242540969717615,Medium,balanced
ethereum-name-service,ens,Ethereum Name Service,6.16,236552646,155,28744386.0,-0.82386,2.848831661364633,38380013.53099827,0.12151369467243245,0.12151369467243245,0.49109451272356425,0.47482360939906265,0.07987716892423376,0.6913827655310621,0.0,0.4522517704038339,Medium,speculative
curve-dao-token,crv,Curve DAO,0.23285,346338114,120,43201942.0,-2.53134,0.9587730319793158,1487368647.0,0.12473920788284942,0.12473920788284942,0.4566810301391066,0.4622651032962904,0.08203015973405968,0.7615230460921844,0.0,0.4518874986039688,Medium,balanced
vaulta,a,Vaulta,0.08079,131727523,221,13669450.0,2.02502,6.934520830318839,1629604279.6281,0.1037706448029088,0.1037706448029088,0.5485123930297521,0.5019709960275026,0.06803389908922068,0.5591182364729459,0.0,0.45018501370842035,High,speculative
apenft,nft,AINFT,3.31963e-07,328634953,125,9113793.0,-0.22407,-0.5433796462804636,990105667256391.5,0.02773226924526193,0.02773226924526193,0.5031830072999761,0.4522840406541455,0.017279208877134175,0.751503006012024,0.0,0.450114633332525,Medium,balanced
jupiter-exchange-solana,jup,Jupiter,0.158201,553195697,95,18924011.0,-1.89501,-1.5819104537058832,3497363517.1,0.0342085289213665,0.0342085289213665,0.46950597179169873,0.4453835163634197,0.021602033387562045,0.811623246492986,0.0,0.45006998119072794,Medium,balanced
floki,floki,FLOKI,2.915e-05,281391520,136,26003276.0,-1.11383,-0.249923507393893,9654483246699.0,0.09240959357979231,0.09240959357979231,0.48525029929499397,0.45423391176068445,0.06045053567457531,0.7294589178356713,0.0,0.44832314929116124,Medium,balanced
sei-network,sei,Sei,0.062971,424005938,110,35421060.0,-2.80528,0.21888039785342944,6733333333.0,0.08353906590808169,0.08353906590808169,0.4511598940677112,0.4573488821713995,0.05452956641801764,0.781563126252505,0.0,0.44770377795883165,Medium,balanced
axie-infinity,axs,Axie Infinity,1.17,197700376,176,40507533.0,-2.3747,4.723042421650137,169438134.0261212,0.2048935556905567,0.2048935556905567,0.45983803807596646,0.4872768142388416,0.13553221132704502,0.6492985971943888,0.0,0.4475867339337076,Medium,speculative
decred,dcr,Decred,26.39,457137569,105,1395425.0,-0.6533,-3.301789803120761,17329245.69019097,0.0030525274985657544,0.0030525274985657544,0.4945320719275403,0.43395576752544673,0.0008057816414586636,0.7915831663326653,0.0,0.44689866723644256,Medium,balanced
okb,okb,OKB,88.03,1848667081,44,24727039.0,-3.63673,-7.185562808398887,21000000.0,0.013375604106405354,0.013375604106405354,0.4344023975846793,0.4081500140793591,0.00769630963372644,0.9138276553106213,0.0,0.44560463824710006,Medium,balanced
jito-governance-token,jto,Jito,0.291148,130756368,223,16164513.0,1.62453,5.0804238676777524,449054312.8,0.12362314162779438,0.12362314162779438,0.540440699282095,0.4896514374389775,0.08128519909259335,0.5551102204408818,0.0,0.4454898349268068,High,speculative
btse-token,btse,BTSE Token,1.6,259996445,147,5425890.0,1.38589,-3.308450311047014,162061501.0,0.020869093037022102,0.020869093037022102,0.5356310186510159,0.4339115117398648,0.012698122290715853,0.7074148296593187,0.0,0.4453440074344771,Medium,balanced
injective-protocol,inj,Injective,2.97,297287222,131,36886224.0,-2.58466,-0.27221608143390946,100000000.0,0.12407604925582708,0.12407604925582708,0.4556063897969631,0.4540857886163674,0.08158750942190941,0.7394789579158316,0.0,0.44460132459904844,Medium,balanced
virtual-protocol,virtual,Virtuals Protocol,0.693383,455137578,106,61441450.0,-4.2523,-0.7096769960146776,656301970.3333926,0.13499533541042835,0.13499533541042835,0.42199586428735547,0.451179076898502,0.08887600003009914,0.7895791583166333,0.0,0.4443059113102489,Medium,balanced
gatechain-token,gt,Gate,6.72,1133103428,61,2813978.0,-3.54806,-4.066476699145478,115180573.04885802,0.002483425546568905,0.002483425546568905,0.43618950109439175,0.42887480077598683,0.00042591301511227925,0.8797595190380761,0.0,0.4442716487333368,Medium,balanced
internet-computer,icp,Internet Computer,2.46,1356747570,56,48243074.0,-4.16722,-5.959477129114759,550490966.5516927,0.03555788494981421,0.03555788494981421,0.42371061298033313,0.4162967478612731,0.022502712113368774,0.8897795591182365,0.0,0.4424828205161422,Medium,balanced
celestia,tia,Celestia,0.334497,299000582,130,24193416.0,-2.99243,1.761535775636119,893579413.000089,0.08091427728391512,0.08091427728391512,0.4473879709613315,0.4675990652478151,0.05277755195801928,0.7414829659318637,0.0,0.4412404228207868,Medium,balanced
pi-network,pi,Pi Network,0.176928,1733254318,47,28473106.0,3.01211,-30.52046038820679,9794235355.985415,0.016427540785160184,0.016427540785160184,0.5684067429045924,0.2531011446382606,0.009733440221289708,0.9078156312625251,0.0,0.4411356466132849,Medium,balanced
chiliz,chz,Chiliz,0.03541941,366146389,116,56077266.0,-3.38854,-4.464339372034414,10338457480.0,0.1531553162470216,0.1531553162470216,0.4394045541209998,0.4262311998168113,0.10099756621111189,0.7695390781563126,0.0,0.440566194813026,Medium,balanced
layerzero,zro,LayerZero,2.04,508489175,98,74913003.0,-6.31055,1.466129423282136,249858416.45502064,0.147324676085779,0.147324676085779,0.3805127719351991,0.46563623593598485,0.09710568486893797,0.8056112224448898,0.0,0.440056225565446,Medium,balanced
ethena,ena,Ethena,0.101368,861727503,74,87408827.0,-5.45639,-3.689271902437334,8492187500.0,0.10143441713963725,0.10143441713963725,0.3977279781363495,0.4313811403507517,0.06647449555850796,0.8537074148296593,0.0,0.43939418727532065,Medium,balanced
bittorrent,btt,BitTorrent,3.32863e-07,328507003,124,9131268.0,-2.94423,2.4739609629032,987037885840674.8,0.027796265883561697,0.027796265883561697,0.44835942003281154,0.4723327787543491,0.017321925854288128,0.7535070140280561,0.0,0.4389941974961875,Medium,balanced
monad,mon,Monad,0.02208567,239093205,154,52169221.0,-4.87678,2.9759867159619673,10830583396.0,0.2181961674736846,0.2181961674736846,0.40940975399362306,0.4756684919356845,0.14441154278451995,0.6933867735470942,0.0,0.43838310126929714,Medium,speculative
optimism,op,Optimism,0.119873,253873688,150,49204872.0,-4.56086,2.616223211541773,2117847344.0,0.19381635169691158,0.19381635169691158,0.41577697786627865,0.4732780411340154,0.1281383124833314,0.7014028056112225,0.0,0.43837750262665787,Medium,balanced
raydium,ray,Raydium,0.603652,162339475,198,35736711.0,-1.65111,1.1457161560706774,268700018.217795,0.22013568172497786,0.22013568172497786,0.4744216653297485,0.4635072480257034,0.14570614494118606,0.6052104208416834,0.0,0.4381362975709807,Medium,speculative
pendle,pendle,Pendle,1.24,204656683,170,19402115.0,-0.87921,0.502124215402748,165654721.3245319,0.09480323200586614,0.09480323200586614,0.4899789586549662,0.4592308974464614,0.06204826019070493,0.6613226452905812,0.0,0.43799575189597073,Medium,speculative
impossible-cloud-network-token,icnt,Impossible Cloud Network Token,0.388149,98048723,272,10507092.0,0.94412,13.633625569065611,253006129.72647312,0.10716194641311137,0.10716194641311137,0.5267273452836349,0.5464832383657329,0.07029755163807201,0.45691382765531063,0.0,0.43653404682639807,High,speculative
the-open-network,ton,Toncoin,1.23,3019178024,34,105570165.0,-6.37058,-6.557053106365801,2458271996.713505,0.03496652537902813,0.03496652537902813,0.3793028945957603,0.4123261506319067,0.022107986797380855,0.9338677354709419,0.0,0.43582775617793224,Medium,balanced
lido-dao,ldo,Lido DAO,0.29418,249844294,152,18959385.0,-2.02327,0.5466434601793229,849264458.5927889,0.07588480287646673,0.07588480287646673,0.46692094984339916,0.45952670584019323,0.04942043900541375,0.6973947895791583,0.0,0.4356473526387519,Medium,speculative
blockstack,stx,Stacks,0.242705,445600034,107,12160329.0,-2.75568,-3.2879191915128216,1835852730.66807,0.02728978472205413,0.02728978472205413,0.45215955950226333,0.43404793088896315,0.016983855843427813,0.7875751503006012,0.0,0.4354775624193505,Medium,balanced
syrup,syrup,Maple Finance,0.240088,277852645,139,8868040.0,-1.44286,-1.6236155186747518,1157190702.5885315,0.0319163418437136,0.0319163418437136,0.4786188493367139,0.4451064068046023,0.02007202641172626,0.7234468937875751,0.0,0.43499229734075484,Medium,balanced
pieverse,pieverse,Pieverse,0.560368,120382325,241,3575742.0,1.44894,9.643245654586648,215000000.0,0.02970321432153765,0.02970321432153765,0.5369017627165101,0.5199691346605678,0.01859479072692754,0.5190380761523046,0.0,0.43495398202876145,High,speculative
dash,dash,Dash,31.34,396848914,114,46793907.0,-4.29005,-2.8687766177064167,12630703.26043733,0.1179136576898885,0.1179136576898885,0.421235030211663,0.43683292627971004,0.07747418805488906,0.7735470941883767,0.0,0.43449986023920056,Medium,balanced
story-2,ip,Story,0.768082,270332985,142,60092360.0,-4.71745,-2.347244211560942,351807679.56,0.2222901507931043,0.2222901507931043,0.41262097765667133,0.4402982515365787,0.14714422682184616,0.717434869739479,0.0,0.4341011230869365,Medium,balanced
gnosis,gno,Gnosis,130.11,343402117,121,2477806.0,-3.26786,1.3948684339854467,2639589.0,0.007215465127723718,0.007215465127723718,0.44183680461780933,0.46516274185751644,0.003584491841283571,0.7595190380761523,0.0,0.4334856161816154,Medium,balanced
compound-governance-token,comp,Compound,18.46,178441089,185,9767116.0,-1.22372,4.526519928110737,9668189.278360886,0.054735801348981906,0.054735801348981906,0.48303551633928965,0.4859710193306439,0.035303737892978054,0.6312625250501002,0.0,0.43296984885852197,Medium,speculative
doublezero,2z,DoubleZero,0.076663,266106631,145,6747107.0,-1.92737,0.4034763742188645,3471417500.0,0.025354899931073118,0.025354899931073118,0.46885377071383366,0.45857543126341715,0.0156923437951744,0.7114228456913828,0.0,0.4327150270288599,Medium,balanced
safepal,sfp,SafePal,0.291011,145445921,208,2261247.0,1.11845,3.6481650147611804,500000000.0,0.015546994954915237,0.015546994954915237,0.5302408871224549,0.48013478474606486,0.009145686596835373,0.5851703406813628,0.0,0.43239781102670793,High,speculative
aerodrome-finance,aero,Aerodrome Finance,0.318553,294983767,132,10118572.0,-1.62943,-4.406961267082098,924668760.0324227,0.03430213161526275,0.03430213161526275,0.474858615866464,0.4266124489854911,0.02166451204648762,0.7374749498997996,0.0,0.4313330939212435,Medium,balanced
trust-wallet-token,twt,Trust Wallet,0.509417,212263969,165,8643749.0,-1.84872,2.244905446143593,416649900.0,0.04072169686038425,0.04072169686038425,0.4704389256821305,0.47081081797473306,0.025949493714269346,0.6713426853707415,0.0,0.43072314755341845,Medium,speculative
thorchain,rune,THORChain,0.416815,146306779,207,35841721.0,-1.57745,-2.6418835040727116,351097077.0,0.2449764887517618,0.2449764887517618,0.47590624911823864,0.43834051895855336,0.16228708129097436,0.5871743486973948,0.0,0.43043869977725674,High,speculative
world-liberty-financial,wlfi,World Liberty Financial,0.092018,2546371199,36,70100978.0,-6.53515,-7.965076892079572,27661964185.0,0.027529756080939712,0.027529756080939712,0.37598606111664234,0.4029705279909912,0.01714403380476232,0.9298597194388778,0.0,0.4302645679272557,Medium,balanced
sonic-3,s,Sonic,0.04386203,165987677,195,19497790.0,-2.80231,5.864159726816321,3784775845.0,0.11746528629351202,0.11746528629351202,0.451219753066514,0.49485897514015154,0.07717490560499249,0.6112224448897795,0.0,0.4289839855101845,Medium,speculative
worldcoin-wld,wld,Worldcoin,0.33017,980262424,69,163841889.0,-8.12097,-5.28049391451583,2966593200.169114,0.16714084411339222,0.16714084411339222,0.3440245804831447,0.42080825597623234,0.11033273584229371,0.8637274549098196,0.0,0.4289357259810528,Medium,balanced
yearn-finance,yfi,yearn.finance,2713.55,97057807,275,9119974.0,1.88277,7.9444951227471705,35742.54399985384,0.09396435260483477,0.09396435260483477,0.5456454089961827,0.5086817763799774,0.061488318400623306,0.45090180360721444,0.0,0.42845932182632673,High,speculative
the-sandbox,sand,The Sandbox,0.08108,216396816,164,16907155.0,-2.41231,0.0037744758559387593,2667289212.2233224,0.07813033164036942,0.07813033164036942,0.45908002563658123,0.4559196095593502,0.05091930212470548,0.6733466933867736,0.0,0.4275163041313127,Medium,speculative
jasmycoin,jasmy,JasmyCoin,0.00562538,277999301,138,12552146.0,-3.08328,-1.827702337237739,49444999677.59027,0.04515171784550638,0.04515171784550638,0.44555693054340684,0.44375035069260105,0.02890647880349518,0.7254509018036072,0.0,0.4259966695270211,Medium,balanced
venice-token,vvv,Venice Token,5.27,235978677,156,16175516.0,-1.33853,-5.296002759465075,44825110.69882492,0.0685465153277387,0.0685465153277387,0.48072157302193214,0.42070520736127726,0.044522221381859496,0.6893787575150301,0.0,0.42593221692714217,Medium,speculative
the-graph,grt,The Graph,0.02573936,277009962,140,12293836.0,-2.99256,-2.164550467617548,10761943918.35145,0.04438048332716641,0.04438048332716641,0.44738535087047476,0.44151216123365394,0.028391689149295678,0.7214428857715431,0.0,0.42501604184983,Medium,balanced
mx-token,mx,MX,1.79,164437977,197,6081698.0,-0.03612,-0.1490320264295401,91837334.0,0.03698475322400737,0.03698475322400737,0.5069710540423971,0.4549042858219487,0.02345512931979929,0.6072144288577155,0.0,0.4243668320892587,Medium,speculative
bitcoin-cash-sv,bsv,Bitcoin SV,14.39,287851488,134,7087097.0,-3.1289,-2.0899278870278737,20003290.625,0.024620671754179015,0.024620671754179015,0.4446374801981594,0.4420079914259929,0.01520225542348117,0.7334669338677354,0.0,0.4243161838409826,Medium,balanced
pump-fun,pump,Pump.fun,0.00182552,1077316331,64,76905559.0,-5.89411,-10.076874754009966,590000000000.0,0.07138623706614915,0.07138623706614915,0.38890593067642676,0.3889386742037361,0.04641770107963765,0.87374749498998,0.0,0.42423618526990814,Medium,balanced
gmt-token,gomining,GoMining Token,0.307323,124631088,233,13248380.0,-1.41866,7.188998795735714,405275709.1636765,0.10630076502260816,0.10630076502260816,0.4791065893269591,0.5036618764224394,0.06972272354145824,0.5350701402805611,0.0,0.4239767898049335,High,speculative
melania-meme,melania,Melania Meme,0.114581,109119586,250,12785637.0,0.24911,4.307879589404822,952496375.911841,0.11717087159769833,0.11717087159769833,0.5127197349274235,0.48451826226519584,0.07697838737889517,0.501002004008016,0.0,0.4234823043861386,High,speculative
tria,tria,TRIA,0.03585343,77618761,325,19225118.0,8.22312,25.79022387317982,2157670000.0,0.2476864839416852,0.2476864839416852,0.6734322787131726,0.6272578300199722,0.16409597009655555,0.35070140280561124,0.08,0.4233532333727091,High,speculative
audiera,beat,Audiera,0.58852,81821677,314,10761807.0,4.81225,40.98716223568857,139300000.0,0.1315275779546782,0.1315275779546782,0.6046877456335177,0.7282339797551208,0.08656131413489854,0.3727454909819639,0.08,0.4221004072699364,High,speculative
enjincoin,enj,Enjin Coin,0.02453416,47887675,465,95509167.0,1.72619,33.785287694626845,1941982767.402186,1.99444151339567,1.5,0.5424896103320259,0.6803810803957296,1.0,0.07014028056112225,0.15,0.4217390555371916,High,speculative
iota,iota,IOTA,0.06146,267192942,144,8497753.0,-2.9977,-2.360200728013859,4349010953.0,0.03180380790148267,0.03180380790148267,0.4472817565089103,0.4402121618839008,0.019996911374951895,0.7134268537074149,0.0,0.4214786254369959,Medium,balanced
gala,gala,GALA,0.00330723,157031363,203,24667679.0,-2.36641,-0.32619934963653513,47480547086.06755,0.15708759402413133,0.15708759402413133,0.460005119254443,0.45372709646119824,0.1036223137670847,0.5951903807615231,0.0,0.4210098597301611,High,speculative
newton-project,ab,AB,0.00209747,207313880,168,3110522.0,-1.4788,-2.313146469199176,98823661261.46,0.01500392544869644,0.01500392544869644,0.4778944949875646,0.44052481419388645,0.008783194311201665,0.6653306613226453,0.0,0.41973078989473195,Medium,speculative
chain-2,xcn,Onyxcoin,0.00531212,199089006,175,5211707.0,-4.3774,7.571549384066242,37478239542.9763,0.02617777397512347,0.02617777397512347,0.41947453070141844,0.5062037361422782,0.01624160220427441,0.6513026052104208,0.0,0.4192769801059909,Medium,speculative
spx6900,spx,SPX6900,0.299491,278823973,137,7176146.0,-4.15131,-0.8496758946971448,930993080.908372,0.02573719154342586,0.02573719154342586,0.4240312717921018,0.450248853361438,0.015947518793500506,0.7274549098196392,0.0,0.4191261983286619,Medium,balanced
instadapp,fluid,Fluid,2.22,174464488,190,4261688.0,-1.69546,1.0385266729859928,78532543.82034639,0.024427251923038917,0.024427251923038917,0.47352781125671645,0.46279502685089796,0.015073150040332273,0.6212424849699398,0.0,0.41732907165866645,Medium,speculative
kaia,kaia,Kaia,0.051043,299125236,129,7568950.0,-3.63829,-5.39080924174138,5856641747.106198,0.025303615640106004,0.025303615640106004,0.434370956494399,0.42007526511094795,0.015658112155141412,0.7434869739478958,0.0,0.4165371405889967,Medium,balanced
telcoin,tel,Telcoin,0.00245989,233833257,158,1069843.0,-2.14658,-3.2080488018281117,95077236366.71,0.004575238842095075,0.004575238842095075,0.46443569289310427,0.43457863018087484,0.0018221729301530008,0.685370741482966,0.0,0.4163951502040765,Medium,speculative
reallink,real,RealLink,0.058102,183635435,183,4735281.0,-2.57424,1.67662706879445,3160596475.0,0.025786314062969384,0.025786314062969384,0.45581640015639924,0.4670348888267924,0.015980307477419436,0.6352705410821643,0.0,0.41590227826045384,Medium,speculative
ultima,ultima,Ultima,4169.35,157491346,202,10503403.0,0.10095,-6.028189772516774,37772.135734,0.06669193747318662,0.06669193747318662,0.5097336375325999,0.41584018628266084,0.043284313236246555,0.5971943887775552,0.0,0.4150968740332656,High,speculative
opinion,opn,Opinion,0.282244,56020066,413,186245596.0,10.74908,-9.67140184748529,198500000.0,3.324622930647743,1.5,0.7243418533313447,0.39163284140676885,1.0,0.1743486973947896,0.15,0.4141489849670188,High,speculative
decentraland,mana,Decentraland,0.089068,172438568,192,13805453.0,-2.53543,-0.7910033890136778,1935201018.4807715,0.08006012320863161,0.08006012320863161,0.4565985980498462,0.4506387031836789,0.052207414508784335,0.6172344689378757,0.0,0.4141473907302108,Medium,speculative
starknet,strk,Starknet,0.03655677,206601891,169,20761329.0,-2.07791,-8.630648966910783,5651535251.348971,0.10048954004975685,0.10048954004975685,0.4658197055017877,0.3985481302761007,0.06584380160123082,0.6633266533066132,0.0,0.4131439597929465,Medium,speculative
cash-4,cash,CASH,0.997853,124262976,235,9701400.0,-0.24072,-0.17602024942435845,124530314.117516,0.07807152469936017,0.07807152469936017,0.5028474341248694,0.45472496240948207,0.050880049207328484,0.531062124248497,0.0,0.41269950134982136,High,speculative
societe-generale-forge-eurcv,eurcv,EUR CoinVertible,1.15,104434892,259,13786385.0,0.09578,0.275037043733354,90507731.23,0.13200937671290933,0.13200937671290933,0.5096294385346839,0.4577220153478151,0.08688290894198446,0.48296593186372744,0.0,0.4126301349177461,High,speculative
ecash,xec,eCash,6.91e-06,138263887,214,3617243.0,-0.5525,-0.2994158620559068,20003179672580.0,0.026161878408640427,0.026161878408640427,0.496563650068727,0.4539050595079553,0.01623099210711392,0.5731462925851704,0.0,0.4126227229706938,High,speculative
the9bit,9bit,The9bit,0.02471326,202598510,173,4165644.0,-2.76266,-1.1864694695164333,8199997195.652452,0.020561079151075693,0.020561079151075693,0.45201888077780417,0.44801102639724577,0.012492526770722413,0.655310621242485,0.0,0.4123601288352981,Medium,speculative
vision-3,vsn,Vision,0.052525,188979895,182,5852403.0,-3.90838,2.971372801209007,3597917028.7660027,0.030968389521012274,0.030968389521012274,0.42892741542145163,0.47563783475093796,0.0194392797739702,0.6372745490981964,0.0,0.41090210353909984,Medium,speculative
walrus-2,wal,Walrus,0.078118,175189105,189,10354882.0,-3.15622,0.19275223257042556,2242500000.0,0.059106883387525726,0.059106883387525726,0.4440868580273537,0.4571752734176502,0.03822138195271621,0.6232464929859719,0.0,0.4107895239427315,Medium,speculative
terra-luna,lunc,Terra Luna Classic,3.965e-05,216727660,162,8693825.0,-3.55432,-3.237157784841903,5463447010627.789,0.04011405373914894,0.04011405373914894,0.43606333364236965,0.4343852153655138,0.02554389932654571,0.6773547094188377,0.0,0.4099246751377582,Medium,speculative
zksync,zk,ZKsync,0.01890122,174228311,191,10706721.0,-3.16184,-0.2907706976512913,9218641411.0,0.06145224584080368,0.06145224584080368,0.4439735894841645,0.45396250235562513,0.03978688284457752,0.6192384769539078,0.0,0.40926963364442565,Medium,speculative
centrifuge-2,cfg,Centrifuge,0.143314,83513199,307,38887941.0,4.47605,14.002921393224968,577038746.0,0.4656502381138579,0.4656502381138579,0.5979117875872187,0.5489370267241087,0.30958412314218536,0.3867735470941884,0.08,0.40909273162957366,High,speculative
plasma,xpl,Plasma,0.098694,221513236,160,63328574.0,-8.14833,-4.012834396288542,2244444444.4444,0.2858906995516963,0.2858906995516963,0.3434731521305369,0.4292312273848348,0.18959681902791956,0.6813627254509018,0.0,0.4090807494124281,Medium,speculative
qubic-network,qubic,Qubic,8.94383e-07,121822232,240,2674307.0,-1.50387,5.872328521087752,136072290805721.0,0.02195253654521779,0.02195253654521779,0.47738922054312466,0.4949132527435629,0.013421307645709122,0.5210420841683366,0.0,0.40786277860676373,High,speculative
morpho,morpho,Morpho,1.67,917101239,71,14846953.0,-5.89056,-14.8254648646915,549892451.3921632,0.016189001136002173,0.016189001136002173,0.38897747931135945,0.3573866382206233,0.009574217908772841,0.8597194388777555,0.0,0.4053560318449522,Medium,balanced
grass,grass,Grass,0.376342,203595536,172,27121190.0,-7.61177,3.8838249716745987,542203969.0,0.13321112305723637,0.13321112305723637,0.3542872748233454,0.48170062876860653,0.0876850600002167,0.657314629258517,0.0,0.4051283532257949,Medium,speculative
havven,snx,Synthetix,0.307824,106033678,255,10154200.0,-0.24881,-1.6346144168783647,344516234.4572882,0.09576391380104725,0.09576391380104725,0.5026843838554033,0.4450333245583342,0.06268950359640924,0.4909819639278557,0.0,0.40384950363415417,High,speculative
basic-attention-token,bat,Basic Attention,0.096626,144610632,209,11695045.0,-3.51667,0.44409410245667724,1495724656.9526057,0.08087264980627427,0.08087264980627427,0.4368221522635569,0.45884531600668627,0.05274976612334729,0.5831663326653307,0.0,0.40356490796161276,High,speculative
eigenlayer,eigen,EigenCloud (prev. EigenLayer),0.190273,123183952,237,21467870.0,-4.30342,2.8783562116635855,647138882.415015,0.1742748925606803,0.1742748925606803,0.42096556394432505,0.4750197854537873,0.11509462635145662,0.5270541082164328,0.0,0.403342770484869,High,speculative
theta-token,theta,Theta Network,0.171732,171926575,193,7704073.0,-2.8045,-3.0275187953484437,1000000000.0,0.044810251120282016,0.044810251120282016,0.4511756146128513,0.4357781629111615,0.028678553920442423,0.6152304609218436,0.0,0.4033178774395092,Medium,speculative
gas,gas,Gas,1.57,102020246,264,3836979.0,-0.0851,2.1752243226012236,65093580.54427269,0.0376099759649668,0.0376099759649668,0.5059838844257768,0.47034782132391517,0.023872457889725005,0.4729458917835671,0.0,0.401905410190287,High,speculative
livepeer,lpt,Livepeer,2.22,110252095,248,8356270.0,-1.09945,-0.06814648678958647,49688954.55,0.07579239197223418,0.07579239197223418,0.4855401216528339,0.4554417302839359,0.04935875585158327,0.5050100200400801,0.0,0.4018919380753886,High,speculative
1inch,1inch,1INCH,0.094748,133080630,219,7574158.0,-2.50267,-0.7896313479543002,1404669110.661079,0.05691405278138524,0.05691405278138524,0.4572588609457318,0.45064781971887496,0.03675769421233484,0.56312625250501,0.0,0.40075881687751896,High,speculative
derive,drv,Derive,0.10445,104507820,258,1076956.0,-0.35052,2.8321084954512736,999883265.214628,0.010305027891692698,0.010305027891692698,0.5006344650782197,0.47471249222104756,0.005646737382775463,0.4849699398797595,0.0,0.400627177196196,High,speculative
bitmart-token,bmx,BitMart,0.301282,102288887,262,9553757.0,0.12699,-3.926871605434634,339412030.0,0.09339975514642172,0.09339975514642172,0.5102584618857398,0.42980240767351247,0.06111145646891935,0.47695390781563124,0.0,0.39861427383302217,High,speculative
